,headline,url,date,author,summary
1112,EU teams up with Bill Gates to launch $115.2 million clean energy investment fund,https://www.cnbc.com/2018/10/18/european-commission-launches-clean-energy-investment-fund.html?&qsearchterm=CLIMATE CHANGE,10/18/2018 7:15:40 AM ET,Anmar Frangoul,The European Commission has signed a memorandum of understanding with the Bill Gates-led Breakthrough Energy to set up a joint investment fund called Breakthrough Energy ...
1113,"Your complete guide to investing with a conscience, a $30 trillion market just getting started",https://www.cnbc.com/2019/12/14/your-complete-guide-to-socially-responsible-investing.html?&qsearchterm=CLIMATE CHANGE,12/14/2019 9:15:25 AM ET,Pippa Stevens,"(This story is part of the Weekend Brief edition of the Evening Brief newsletter. To sign up for CNBC’s Evening Brief, click here.)ESG investing — ..."
1114,Feeding America CEO: What it’s like to get $100 million donation from Jeff Bezos,https://www.cnbc.com/2020/06/05/feeding-america-ceo-on-getting-100-million-donation-from-jeff-bezos.html?&qsearchterm=CLIMATE CHANGE,6/5/2020 4:32:42 PM ET,Pippa Stevens,"To Amazon CEO Jeff Bezos, $100 million is pocket change. (It’s roughly .07% of his $148.6 billion fortune, which is the equivalent of 7 cents ..."
1115,Exxon Mobil pledges $1 million to campaign to promote carbon tax,https://www.cnbc.com/2018/10/09/exxon-mobil-pledges-1-million-to-campaign-to-promote-carbon-tax.html?&qsearchterm=CLIMATE CHANGE,10/9/2018 12:20:32 PM ET,Tom DiChristopher,Exxon Mobil will donate $1 million to a campaign promoting a tax to curb emissions of planet-warming carbon dioxide to U.S. lawmakers and the American ...
1116,"‘Huge opportunity’ to redefine how we do business, Trucost CEO says",https://www.cnbc.com/video/2020/05/29/huge-opportunity-to-redefine-how-we-do-business-trucost-ceo-says.html?&qsearchterm=CLIMATE CHANGE,5/29/2020 7:36:50 AM ET,Tom DiChristopher,"Richard Mattison, CEO of Trucost, S&P Global, discusses the ways the coronavirus crisis is changing business operations."
1117,"Gates, Bezos bet on flow battery technology, a potential rival to big bets on lithium-ion",https://www.cnbc.com/2019/12/10/tesla-gm-bet-big-on-lithium-ion-but-gates-bezos-fund-flow-battery.html?&qsearchterm=CLIMATE CHANGE,12/10/2019 11:00:57 AM ET,Tom DiChristopher,"A UN report on climate change released Nov. 26 amounted to a dire warning for Earth: Unless greenhouse gas emissions are drastically reduced, and soon, ..."
1118,Green finance — can nature pay for itself?,https://www.cnbc.com/advertorial/2018/01/18/green-finance--can-nature-pay-for-itself.html?&qsearchterm=CLIMATE CHANGE,1/18/2018 6:53:53 AM ET,Tom DiChristopher,"With a growing strain on natural resources, increasing climate change concerns and insufficient investment in green initiatives, the financing gap is more pressing than ever. ..."
1119,Sen. Elizabeth Warren says she’d ban new fossil fuel production on federal lands as president,https://www.cnbc.com/2019/04/15/elizabeth-warren-proposes-oil-and-gas-drilling-ban-on-federal-lands.html?&qsearchterm=CLIMATE CHANGE,4/15/2019 10:46:56 AM ET,Tom DiChristopher,"Sen. Elizabeth Warren said Monday that she would immediately move to place a “total moratorium” on new federal fossil fuel leases if elected president, blocking ..."
1120,"Nearly half of Republicans favor this kind of carbon tax, contrary to GOP platform",https://www.cnbc.com/2016/12/16/nearly-half-of-republicans-favor-this-kind-of-carbon-tax-contrary-to-gop-platform.html?&qsearchterm=CLIMATE CHANGE,12/16/2016 3:49:46 PM ET,Robert Ferris,"A clear majority of Americans, and about half of all Republicans, would support a carbon tax if it meant taxes were reduced elsewhere, according to ..."
1121,The Right Climate for Innovation,https://www.cnbc.com/id/44180278?&qsearchterm=CLIMATE CHANGE,9/19/2011 10:12:04 AM ET,Robert Ferris,"What a terrible time to try to sell an innovation. Oh, for the boom years of a decade ago, when investment capital was as plentiful ..."
1122,US must ‘reassert global leadership’ in nuclear energy or lose out to Russia and China,https://www.cnbc.com/2019/05/22/us-must-reassert-global-leadership-in-nuclear-energy-or-lose-out-to-russia-and-china.html?&qsearchterm=CLIMATE CHANGE,5/22/2019 10:19:08 AM ET,Robert Ferris,"As partisan gridlock on a few high-profile issues dominates headlines, it is easy to lose sight of goals members of both parties share. For us, ..."
1123,Here are the winning stocks in Australia as Morrison takes victory at the elections,https://www.cnbc.com/2019/05/20/investing-winning-stocks-sectors-in-australia-morrison-election-victory.html?&qsearchterm=CLIMATE CHANGE,5/20/2019 1:44:55 AM ET,Weizhen Tan,"Australian shares rose to an 11-year high on Monday as Prime Minister Scott Morrison and the Liberal-led conservation government claimed victory at the national elections, ..."
1124,Apple CEO Tim Cook to the class of 2019: ‘My generation has failed you’,https://www.cnbc.com/2019/05/18/apple-ceo-tim-cook-tells-the-class-of-2019-my-generation-has-failed-you.html?&qsearchterm=CLIMATE CHANGE,5/18/2019 12:20:36 PM ET,Weizhen Tan,"Apple CEO Tim Cook challenged Gen Z to clean up the messes Baby Boomers have left behind.“In some important ways, my generation has failed you,” ..."
1125,"Oceans warming faster than expected, set heat record in 2018, scientists say",https://www.cnbc.com/2019/01/10/oceans-warming-faster-than-expected-set-heat-record-in-2018--scientists.html?&qsearchterm=CLIMATE CHANGE,1/10/2019 4:08:38 PM ET,Weizhen Tan,"The oceans are warming faster than previously estimated, setting a new temperature record in 2018 in a trend that is damaging marine life, scientists said ..."
1126,Millions of Australians head to the polls,https://www.cnbc.com/2019/05/18/australians-go-to-the-polls-in-a-federal-election-on-may-18.html?&qsearchterm=CLIMATE CHANGE,5/18/2019 1:55:22 AM ET,Weizhen Tan,Millions of Australians voted in a general election on Saturday in which the ruling conservative coalition campaigned on its record of economic management and a ...
1127,Why Climate for M&A Could Get Even Better in 2012,https://www.cnbc.com/id/45805366?&qsearchterm=CLIMATE CHANGE,12/28/2011 2:06:51 PM ET,Jeff Cox,"If the U.S. economy is to grow in 2012, it may have to do so on the backs of mergers and acquisitions activity, which is ..."
1128,Finally Some Heat in Copenhagen Climate Summit,https://www.cnbc.com/id/34308119?&qsearchterm=CLIMATE CHANGE,12/7/2009 3:58:54 AM ET,Jeff Cox,A week ago the climate summit in Copenhagen looked like a dull whimper of an international meeting in a cold northern European city. Now it’s ...
1129,"Seth Moulton is the latest Democrat running for president. Here are his biggest policy priorities, ...",https://www.cnbc.com/2019/04/22/democrat-seth-moulton-running-for-president-pushes-green-jobs-public-option.html?&qsearchterm=CLIMATE CHANGE,4/22/2019 12:58:46 PM ET,Emma Newburger,"Rep. Seth Moulton of Massachusetts, who announced a 2020 presidential bid Monday, will likely use his military experience to differentiate himself on national security and ..."
1130,The real costs of dumping Obama’s Clean Power Plan,https://www.cnbc.com/2017/03/28/real-costs-of-dumping-clean-power-plan-commentary.html?&qsearchterm=CLIMATE CHANGE,3/28/2017 10:13:25 AM ET,Emma Newburger,President Trump on Tuesday signed an Executive Order aimed at dismantling President Obama’s climate legacy. The order directs agencies to rewrite regulation restricting carbon emissions ...
1131,Asia is facing a food crisis and needs another $800 billion in the next 10 ...,https://www.cnbc.com/2019/11/27/asias-food-crisis-a-800-billion-investment-needed-in-next-10-years.html?&qsearchterm=CLIMATE CHANGE,11/27/2019 3:57:46 AM ET,Stella Soon,Asia is “unable to feed itself” — and needs to invest another $800 billion in the next 10 years to produce more food and meet ...
1132,Island nations facing a ‘perfect storm’ as the coronavirus intersects with hurricane season,https://www.cnbc.com/2020/06/12/island-nations-face-perfect-storm-as-coronavirus-meets-hurricane-season.html?&qsearchterm=CLIMATE CHANGE,6/12/2020 2:57:12 AM ET,Chloe Taylor,"Small island states will be hit by a “perfect storm” in the coming months as the Covid-19 pandemic and extreme weather conditions strike simultaneously, the ..."
1133,Trump revives a misleading claim that global warming isn’t happening because it’s cold outside,https://www.cnbc.com/2017/12/29/trump-revives-misleading-claim-its-cold-so-global-warming-isnt-real.html?&qsearchterm=CLIMATE CHANGE,12/29/2017 1:35:37 PM ET,Tom DiChristopher,"During a blast of blistering wintery weather, Donald Trump took to Twitter to cast doubt on global warming, implying that the cold snap undermined warnings ..."
1134,Mike Bloomberg is running for president. These are the causes he supports and industries they ...,https://www.cnbc.com/2019/11/24/mike-bloombergs-presidential-platform-and-industries-it-will-affect.html?&qsearchterm=CLIMATE CHANGE,11/24/2019 8:32:46 PM ET,Lauren Hirsch,"Mike Bloomberg’s announcement to run for president didn’t deliver full details of his platform, but his 12-year run as mayor and his philanthropy in political ..."
1135,Ron Insana: Rebuilding the American economy to bring peace and prosperity to all,https://www.cnbc.com/2020/05/31/ron-insana-rebuilding-the-american-economy-to-bring-peace-and-prosperity-to-all.html?&qsearchterm=CLIMATE CHANGE,5/31/2020 9:20:04 AM ET,Ron Insana,"It has long been evident, though not necessarily obvious to all, that the ground of America’s economy was shifting beneath our feet.The very institutions that ..."
1136,What the coming $68 trillion Great Wealth Transfer means for financial advisors,https://www.cnbc.com/2019/10/21/what-the-68-trillion-great-wealth-transfer-means-for-advisors.html?&qsearchterm=CLIMATE CHANGE,10/21/2019 9:01:53 AM ET,Andrew Osterland,"For financial advisors, the transfer of wealth from baby boomers to their children over the next two decades is a bit like climate change: The ..."
1137,Pruitt’s out. Now the EPA must stop the roll back of Obama’s fuel efficiency standards,https://www.cnbc.com/2018/07/06/with-pruitt-out-epa-must-stop-obstructing-us-auto-industry.html?&qsearchterm=CLIMATE CHANGE,7/6/2018 2:55:57 PM ET,Andrew Osterland,"Amid mounting pressure and months of scandals, Scott Pruitt on Thursday resigned as administrator of the Environmental Protection Agency.His resignation is unlikely to change the ..."
1138,"Germany is finally ‘opening up’ to more spending, analysts say",https://www.cnbc.com/2019/09/11/germany-a-shadow-budget-could-allow-merkel-to-spend-more.html?&qsearchterm=CLIMATE CHANGE,9/11/2019 6:50:20 AM ET,Andrew Osterland,"There’s a change in attitude in Germany when it comes to its spending plans, analysts have told CNBC.Germany is actively looking at ways to invest ..."
1139,Auto industry titans say they’re still committed to cutting emissions,https://www.cnbc.com/2017/06/01/auto-industry-titans-say-theyre-still-committed-to-cutting-emissions.html?&qsearchterm=CLIMATE CHANGE,6/1/2017 7:11:38 PM ET,Robert Ferris,"Both Ford and General Motors say U.S. withdrawal from the Paris Agreement does not affect their views on climate change, or their plans to reduce ..."
1140,Russia opens Siberian pipeline to China as Beijing expands its influence in the Arctic,https://www.cnbc.com/2019/12/04/siberian-pipeline-from-russia-to-china-polar-silk-road.html?&qsearchterm=CLIMATE CHANGE,12/3/2019 7:52:51 PM ET,Grace Shao,A new natural gas pipeline connecting Russia and China is the latest example of increasing collaboration between Moscow and Beijing in the Arctic Circle.The pipeline ...
1141,Whole Foods Changes English-Only Store Policy,https://www.cnbc.com/id/100822119?&qsearchterm=CLIMATE CHANGE,6/17/2013 5:03:52 PM ET,Grace Shao,"Aqui se habla espanol. Faced with a boycott, Whole Foods has revised its English-only language policy for employees on the job. After two of the ..."
1142,China Fears Climate Effects as Consumer Class Rises,https://www.cnbc.com/id/38090870?&qsearchterm=CLIMATE CHANGE,7/5/2010 2:30:39 AM ET,Grace Shao,Premier Wen Jiabao has promised to use an “iron hand” this summer to make his nation more energy efficient. The central government has ordered cities ...
1143,"Meet 37-year-old Indiana mayor Pete Buttigieg, who thinks he can become the youngest US president ...",https://www.cnbc.com/2019/03/22/pete-buttigieg-37-thinks-he-can-become-the-youngest-us-president.html?&qsearchterm=CLIMATE CHANGE,3/22/2019 9:46:07 AM ET,Grace Shao,"On Sunday, Pete Buttigieg officially announced a 2020 presidential bid. “They call me Mayor Pete,” Buttigieg said at a rally inside a factory formerly owned ..."
1144,"Brazil’s president accuses actor DiCaprio of financing Amazon fires, offers no evidence",https://www.cnbc.com/2019/11/30/brazils-president-accuses-actor-dicaprio-of-financing-amazon-fires.html?&qsearchterm=CLIMATE CHANGE,11/30/2019 8:56:11 AM ET,Grace Shao,"Brazilian President Jair Bolsonaro claimed on Friday that Hollywood star Leonardo DiCaprio financed fires being set in the Amazon rainforest, without presenting any evidence, the ..."
1145,‘Jaws of death’: England could face water shortages within the next 25 years,https://www.cnbc.com/2019/03/19/jaws-of-death-england-could-face-water-shortages-in-next-25-years.html?&qsearchterm=CLIMATE CHANGE,3/19/2019 6:44:59 AM ET,Anmar Frangoul,"England could experience water shortages within the next 25 years, the chief executive of the Environment Agency has warned.James Bevan delivered remarks at the Waterwise ..."
1146,Kennedy’s retirement could clear path for Trump’s environmental rollbacks,https://www.cnbc.com/2018/06/29/kennedy-retirement-could-clear-path-for-trump-environmental-rollbacks.html?&qsearchterm=CLIMATE CHANGE,6/29/2018 12:26:07 PM ET,Anmar Frangoul,WASHINGTON — The retirement of Justice Anthony M. Kennedy from the Supreme Court could significantly reshape environmental law in the decades ahead and potentially make ...
1147,How international groups are fighting for a greener world,https://www.cnbc.com/2016/07/14/how-international-groups-are-fighting-for-a-greener-world.html?&qsearchterm=CLIMATE CHANGE,7/14/2016 2:31:01 AM ET,Alexandra Gibbs,Changes in the Earth’s atmosphere and climate have already played their parts in waking governments up to the threat global warming has on our society. ...
1148,A Rogue Climate Experiment Outrages Scientists,https://www.cnbc.com/id/49478622?&qsearchterm=CLIMATE CHANGE,10/19/2012 1:25:27 PM ET,Alexandra Gibbs,"A California businessman chartered a fishing boat in July, loaded it with 100 tons of iron dust and cruised through Pacific waters off western Canada, ..."
1149,The Drivers of Change: CERAWeek Kicks Off,https://www.cnbc.com/id/100519943?&qsearchterm=CLIMATE CHANGE,3/4/2013 9:27:30 PM ET,Alexandra Gibbs,There is a growing realization that the world of energy—the lifeblood of our global economy—is entering a period of profound transformation as new technologies and ...
1150,Refugees of a different kind are being displaced by rising seas — and governments aren’t ...,https://www.cnbc.com/2017/08/11/climate-change-refugees-grapple-with-effects-of-rising-seas.html?&qsearchterm=CLIMATE CHANGE,8/13/2017 1:00:00 PM ET,Alexandra Gibbs,"This week, University of Florida scientists discovered the sea level along the southeastern U.S. coast has risen far more quickly than the long-term rate globally, ..."
1151,"The Green New Deal died in the Senate, but could live on in 2020 presidential ...",https://www.cnbc.com/2019/03/28/green-new-deal-died-in-senate-but-expect-its-issues-to-live-on-in-2020.html?&qsearchterm=CLIMATE CHANGE,3/28/2019 2:38:50 PM ET,Carmin Chappell,"For decades, climate change has been a political hot potato. Its very existence has become a red line between some factions. But because of Alexandria ..."
1152,"A new pop-up hotel in the North Pole will charge guests $100,000 to stay — ...",https://www.cnbc.com/2019/09/18/pop-up-hotel-in-the-north-pole-will-charge-guests-100000-to-stay.html?&qsearchterm=CLIMATE CHANGE,9/18/2019 8:47:32 AM ET,Carmin Chappell,A luxury pop-up hotel is offering guests the chance to sleep under the stars in the North Pole — if they’re willing to part with ...
1153,"Less Taco Bell, more investing: How a high school senior is learning about money while ...",https://grow.acorns.com/financial-lessons-for-high-school-students/?&qsearchterm=CLIMATE CHANGE,4/1/2020 12:47:59 PM ET,Carmin Chappell,"Eighteen-year-old Sophia Kianni had plans for her final semester of high school in McLean, Virginia. Her agenda included paid speaking engagements about climate activism at ..."
1154,"More needs to be done to carry out sustainability goals, says former UN chief Ban ...",https://www.cnbc.com/2019/03/28/former-un-chief-ban-ki-moon-on-sustainable-development-goals-sdg.html?&qsearchterm=CLIMATE CHANGE,3/28/2019 1:33:07 AM ET,Huileng Tan,"The United Nations’ plans to fight hunger and climate change have not been adequately carried out, the organization’s former secretary general Ban Ki-moon said on ..."
1155,Both Facebook and Twitter are getting it wrong when it comes to political ads,https://www.cnbc.com/2019/11/03/facebook-and-twitter-get-it-wrong-when-it-comes-to-political-ads.html?&qsearchterm=CLIMATE CHANGE,11/3/2019 10:38:50 AM ET,Lauren Feiner,"Twitter and Facebook have both drawn their lines in the sand on political advertising ⁠— or rather, they’ve removed the lines altogether.Taking an approach of ..."
1156,An economy-wide carbon tax? It might be the gift we need,https://www.cnbc.com/2018/07/16/an-economy-wide-carbon-tax-it-might-be-the-gift-we-need.html?&qsearchterm=CLIMATE CHANGE,7/17/2018 1:47:33 AM ET,David Reid,Soccer’s World Cup in Russia has provided many of us with sweet relief from the drumbeat of Brexit-related sound bites and Twitter rage.But even as ...
1157,"Tax carbon emissions and give the money to ordinary Americans, says group of prominent conservatives",https://www.cnbc.com/2017/02/08/tax-carbon-emissions-and-give-the-money-to-americans-group-says.html?&qsearchterm=CLIMATE CHANGE,2/8/2017 4:51:38 PM ET,Robert Ferris,"Several prominent economists, businessmen and government figures, many of whom have served under Republican presidents, say taxing carbon emissions and putting the dividends back in ..."
1158,Why switching to a Green New Deal may not make your electric bill spike,https://www.cnbc.com/2019/02/22/why-switching-to-a-green-new-deal-may-not-make-your-electric-bill-spike.html?&qsearchterm=CLIMATE CHANGE,2/22/2019 10:03:09 AM ET,Tim Mullaney,"It’s a nearly religious point among climate-change skeptics, not least among them President Donald Trump: If America moves quickly to reduce carbon emissions, electric bills ..."
1159,Beto O’Rourke lends support to Green New Deal in Iowa campaign stop: ’Literally the future ...,https://www.cnbc.com/2019/03/14/democrat-beto-orourke-says-he-hasnt-seen-anything-better-than-green-new-deal.html?&qsearchterm=CLIMATE CHANGE,3/14/2019 11:03:00 AM ET,Tucker Higgins,Former Texas Congressman Beto O’Rourke said on Thursday that he has not “seen anything better” than the Green New Deal proposed by Rep. Alexandria Ocasio ...
1160,Beto O’Rourke lends support to Green New Deal in Iowa campaign stop: ’Literally the future ...,https://www.cnbc.com/2019/03/14/democrat-beto-orourke-says-he-hasnt-seen-anything-better-than-green-new-deal.html?&qsearchterm=CLIMATE CHANGE,3/14/2019 11:03:00 AM ET,Tucker Higgins,Former Texas Congressman Beto O’Rourke said on Thursday that he has not “seen anything better” than the Green New Deal proposed by Rep. Alexandria Ocasio ...
1161,The most dangerous places to live in America that are prone to natural disasters,https://www.cnbc.com/2019/07/10/billion-dollar-natural-disasters-rising-these-states-better-prepare.html?&qsearchterm=CLIMATE CHANGE,7/10/2019 8:00:45 AM ET,Kat Eschner,"From the heat wave currently sweeping the Midwest to the oncoming ravages of hurricane season in the south, extreme and volatile weather impacts every state ..."
1162,Americans want more clean energy. Here’s what they’re actually willing to do to get it,https://www.cnbc.com/2018/05/16/americans-want-more-clean-energy-heres-what-theyll-do-to-get-it.html?&qsearchterm=CLIMATE CHANGE,5/16/2018 8:15:05 AM ET,Tom DiChristopher,Americans have long supported the idea of clean power. The question has always been how much effort they’re willing to expend to make a green ...
1163,The Church of England is threatening to pull energy stocks from its $16 billion investment ...,https://www.cnbc.com/2018/07/09/church-of-england-could-pull-energy-stocks-from-16-billion-portfolio.html?&qsearchterm=CLIMATE CHANGE,7/9/2018 8:15:59 AM ET,David Reid,Polluting firms that fail to tackle climate change could be removed from The Church of England’s £12 billion ($16 billion) investment portfolio within five years.After ...
1164,Venice sees worst flooding in 50 years,https://www.cnbc.com/video/2019/11/14/venice-sees-worst-flooding-in-50-years.html?&qsearchterm=CLIMATE CHANGE,11/14/2019 12:20:25 PM ET,David Reid,"Venice’s mayor declared a state of emergency floods swept through the city, flooding its historic basilica and inundating squares and centuries-old buildings. The floods were ..."
1165,Europe braces for another heatwave as forecasters predict record-breaking temperatures this week,https://www.cnbc.com/2019/07/23/weather-europe-prepares-for-another-record-breaking-heatwave.html?&qsearchterm=CLIMATE CHANGE,7/23/2019 6:01:23 AM ET,Sam Meredith,"Europe is set to endure its second record-breaking heatwave in as many months this week, with temperatures expected to climb close to and above 40 ..."
1166,Global warming risks trillions: Study,https://www.cnbc.com/2016/04/05/global-warming-risks-trillions-study.html?&qsearchterm=CLIMATE CHANGE,4/5/2016 10:50:13 AM ET,Sam Meredith,A new study has found that an average of $2.5 trillion of global financial assets could be “at risk” from the effects of climate change. ...
1167,"California governor, lawmakers confront utility bankruptcy",https://www.cnbc.com/2019/01/15/california-governor-lawmakers-confront-utility-bankruptcy.html?&qsearchterm=CLIMATE CHANGE,1/15/2019 11:15:15 AM ET,Sam Meredith,The announcement by the nation’s largest utility that it is filing for bankruptcy puts Pacific Gas & Electric’s problems squarely in the hands of Gov. ...
1168,"How ice cream, chocolate just might save the planet",https://www.cnbc.com/2015/12/10/how-ice-cream-chocolate-just-might-save-the-planet.html?&qsearchterm=CLIMATE CHANGE,12/10/2015 1:20:03 PM ET,Heesun Wee,"It’s week two of the United Nations Climate Change Conference — the “high-level, ministerial” portion of the talks. Officials are striving for wide-reaching agreements that ..."
1169,Disappointed but not surprised that US pulled out of Paris agreement: Actor,https://www.cnbc.com/video/2018/06/22/game-of-thrones-actor-nikolaj-coster-waldau-on-climate-change.html?&qsearchterm=CLIMATE CHANGE,6/22/2018 4:55:58 AM ET,Heesun Wee,"“Game of Thrones” actor Nikolaj Coster-Waldau takes a look at his work as a humanitarian, with discussion on climate change."
1170,Disappointed but not surprised that US pulled out of Paris agreement: Actor,https://www.cnbc.com/video/2018/06/22/game-of-thrones-actor-nikolaj-coster-waldau-on-climate-change.html?&qsearchterm=CLIMATE CHANGE,6/22/2018 4:55:58 AM ET,Heesun Wee,"“Game of Thrones” actor Nikolaj Coster-Waldau takes a look at his work as a humanitarian, with discussion on climate change."
1171,Next President’s Climate Plan Comes Into Focus,https://www.cnbc.com/id/24112166?&qsearchterm=CLIMATE CHANGE,4/18/2008 1:52:01 PM ET,Kenneth Stier,"All three presidential candidates are largely in sync on the need to curb greenhouse gases and despite President Bush’s recent apotheosis on the subject, most ..."
1172,"Amazon is building its own carbon-neutral UPS, Bank of America says",https://www.cnbc.com/2019/09/20/amazon-is-building-its-own-carbon-neutral-ups-bank-of-america-says.html?&qsearchterm=CLIMATE CHANGE,9/20/2019 7:53:15 AM ET,Thomas Franck,Amazon will soon integrate another step of the e-commerce pipeline after the construction of an in-house fleet of carbon-neutral delivery trucks on par with established ...
1173,"Tamminen: Have Brad Pitt, Google, and Alcoa Solved the Climate Crisis?",https://www.cnbc.com/id/37403364?&qsearchterm=CLIMATE CHANGE,6/1/2010 10:21:54 AM ET,Terry Tamminen,"As often happens with innovation from Silicon Valley, a new product launched recently is designed to do one important new thing, but may find even ..."
1174,"Electric vehicle prices finally in reach of millennial, Gen Z car buyers",https://www.cnbc.com/2019/10/20/electric-car-prices-finally-in-reach-of-millennial-gen-z-buyers.html?&qsearchterm=CLIMATE CHANGE,10/20/2019 10:00:35 AM ET,Christopher Butler,"Members of the millennial and Gen Z generations care more than past generations about climate change, but younger Americans have been slow to show that ..."
1175,Development and disasters — A deadly combination well beyond Houston,https://www.cnbc.com/2017/08/31/development-and-disasters--a-deadly-combination-well-beyond-houston.html?&qsearchterm=CLIMATE CHANGE,8/31/2017 11:50:14 AM ET,Christopher Butler,"The consequences of Houston’s historic inundation, in deaths and dollars, are nowhere near fully tallied.Indeed, the economic costs — which will include everything from thousands ..."
1176,‘We can’t run a business in a dead planet’: CEOs plan to prioritize green issues ...,https://www.cnbc.com/2020/08/10/after-coronavirus-some-ceos-plan-to-prioritize-sustainability.html?&qsearchterm=CLIMATE CHANGE,8/10/2020 9:06:04 AM ET,Lucy Handley,"The coronavirus pandemic has created significant new ways of doing business that could benefit both the economy and environment, according to business leaders, who said ..."
1177,"Brazil’s death toll surpasses Italy’s, Lancet retracts hydroxychloroquine study",https://www.cnbc.com/2020/06/04/coronavirus-live-updates.html?&qsearchterm=CLIMATE CHANGE,6/4/2020 7:29:25 AM ET,Huileng Tan,"The global number of coronavirus cases surpassed 6.6 million, as the pandemic continues to sweep across the world.The death toll in Brazil surpassed that of ..."
1178,"Emissions reduction the ‘single biggest opportunity’ for industrials firms, Siemens CEO says",https://www.cnbc.com/video/2019/11/07/emissions-reduction-biggest-opportunity-for-industrials-siemens-ceo.html?&qsearchterm=CLIMATE CHANGE,11/7/2019 4:49:25 AM ET,Huileng Tan,"Siemens CEO Joe Kaeser discusses the Sino-U.S. trade war, climate change and the global economy."
1179,"It’s judges, not Trump, who will decide Obama’s environmental legacy",https://www.cnbc.com/2017/01/21/its-judges-not-trump-who-will-decide-obamas-environmental-legacy.html?&qsearchterm=CLIMATE CHANGE,1/21/2017 2:29:11 PM ET,Huileng Tan,"Donald Trump, our new president, has vowed to dismantle many of the environmental policies passed under President Barack Obama. But for the next four years, ..."
1180,"It’s judges, not Trump, who will decide Obama’s environmental legacy",https://www.cnbc.com/2017/01/21/its-judges-not-trump-who-will-decide-obamas-environmental-legacy.html?&qsearchterm=CLIMATE CHANGE,1/21/2017 2:29:11 PM ET,Huileng Tan,"Donald Trump, our new president, has vowed to dismantle many of the environmental policies passed under President Barack Obama. But for the next four years, ..."
1181,Top five global risks for 2017: WEF,https://www.cnbc.com/2017/01/11/top-five-global-risks-for-2017-wef.html?&qsearchterm=CLIMATE CHANGE,1/11/2017 4:38:50 AM ET,Sam Meredith,The World Economic Forum’s (WEF) flagship annual report surveyed 750 experts to identify the most significant global concerns. Here are the top five: Rising income ...
1182,"UK emissions have fallen and energy bills haven’t risen, says new report",https://www.cnbc.com/2017/03/16/uk-emissions-have-fallen-and-energy-bills-havent-risen-says-new-report.html?&qsearchterm=CLIMATE CHANGE,3/16/2017 9:21:12 AM ET,Anmar Frangoul,"New analysis has shown that U.K. efforts to fight climate change and boost energy efficiency have seen emissions fall, with household energy bills also seeing ..."
1183,Elon Musk thinks Rex Tillerson could be an excellent secretary of State,https://www.cnbc.com/2017/01/24/elon-musk-thinks-rex-tillerson-is-could-be-an-excellent-secretary-of-state.html?&qsearchterm=CLIMATE CHANGE,1/24/2017 6:47:50 PM ET,Christine Wang,Former Exxon Mobil CEO Rex Tillerson has an unlikely supporter: Elon Musk. The CEO of electric automaker Tesla Motors tweeted that he thinks Tillerson “has ...
1184,"CEOs’ massive shift in mindset: Greater social impacts are achieved through business, not politics: Survey",https://www.cnbc.com/2019/01/23/ceos-rely-on-their-business-not-politics-to-make-impact-on-the-world.html?&qsearchterm=CLIMATE CHANGE,1/23/2019 8:02:42 AM ET,Christine Wang,"If there was a call to action launched into the zeitgeist by the World Economic Forum in Davos, Switzerland, last year, it was the purpose-before-profit ..."
1185,Shareholders call on Exxon Mobil to set greenhouse gas reduction targets,https://www.cnbc.com/2018/12/17/shareholders-call-on-exxon-mobil-to-set-greenhouse-gas-reduction-targets.html?&qsearchterm=CLIMATE CHANGE,12/17/2018 7:36:51 AM ET,Christine Wang,A number of institutional investors in Exxon Mobil have said they will file a shareholder resolution which calls on the world’s largest oil company to ...
1186,Proxy adviser ISS sues US markets regulator over guidance aimed at curbing advice,https://www.cnbc.com/2019/11/01/proxy-adviser-iss-sues-us-markets-regulator-over-guidance-aimed-at-curbing-advice.html?&qsearchterm=CLIMATE CHANGE,11/1/2019 6:54:47 AM ET,Christine Wang,Proxy adviser Institutional Shareholder Services on Thursday sued the U.S. Securities and Exchange Commission over guidance aiming to clarify how investors and firms that vote ...
1187,"Bernie Sanders wants ‘criminal’ CEOs locked up, but lawyers say that’s unlikely to happen",https://www.cnbc.com/2019/10/29/bernie-sanders-wants-criminal-ceos-locked-up-but-lawyers-say-its-unlikely.html?&qsearchterm=CLIMATE CHANGE,10/29/2019 4:28:06 PM ET,Lauren Hirsch,"Sen. Bernie Sanders can say he wants CEOs to go to jail all he wants, but experts in corporate law say it’s unlikely to happen.In ..."
1188,"UN secretary general stresses importance of Paris Agreement, highlights concerns over security",https://www.cnbc.com/2017/05/31/un-secretary-general-stresses-importance-of-paris-agreement.html?&qsearchterm=CLIMATE CHANGE,5/31/2017 10:31:01 AM ET,Anmar Frangoul,"The “world is in a mess” and the effects of climate change are dangerous and accelerating, according to the UN secretary general. In a speech ..."
1189,More National Parks employees appear to taunt Trump on Twitter,https://www.cnbc.com/2017/01/25/national-parks-employees-are-still-going-rogue-on-twitter.html?&qsearchterm=CLIMATE CHANGE,1/25/2017 4:26:22 PM ET,Robert Ferris,"After the Trump administration denied it ordered a shutdown of a National Parks Twitter that went rogue, new accounts, critical of the White House, are ..."
